,category,move_name,move_num,move_rate
153,flying,focus-punch,10,8.13
154,flying,follow-me,1,0.81
155,flying,foresight,11,8.94
156,flying,foul-play,11,8.94
157,flying,freeze-dry,2,1.63
158,flying,frost-breath,2,1.63
159,flying,frustration,122,99.19
160,flying,fury-attack,20,16.26
161,flying,fury-cutter,12,9.76
162,flying,fury-swipes,2,1.63
163,flying,future-sight,8,6.5
164,flying,giga-drain,25,20.33
165,flying,giga-impact,77,62.6
166,flying,grass-knot,19,15.45
167,flying,grass-pledge,2,1.63
168,flying,grassy-terrain,1,0.81
169,flying,gravity,3,2.44
170,flying,growl,35,28.46
171,flying,growth,2,1.63
172,flying,guard-swap,3,2.44
173,flying,guillotine,3,2.44
174,flying,gunk-shot,3,2.44
175,flying,gust,31,25.2
176,flying,gyro-ball,21,17.07
177,flying,hail,11,8.94
178,flying,hammer-arm,6,4.88
179,flying,harden,5,4.07
180,flying,haze,12,9.76
181,flying,head-smash,1,0.81
182,flying,headbutt,26,21.14
183,flying,heal-bell,4,3.25
184,flying,heal-block,2,1.63
185,flying,heal-order,1,0.81
186,flying,heart-stamp,2,1.63
187,flying,heat-wave,54,43.9
188,flying,heavy-slam,1,0.81
189,flying,helping-hand,14,11.38
190,flying,hex,3,2.44
191,flying,hidden-power,122,99.19
192,flying,high-jump-kick,1,0.81
193,flying,hone-claws,21,17.07
194,flying,horn-drill,1,0.81
195,flying,hurricane,22,17.89
196,flying,hydro-pump,5,4.07
197,flying,hyper-beam,77,62.6
198,flying,hyper-voice,17,13.82
199,flying,hypnosis,7,5.69
200,flying,ice-ball,1,0.81
201,flying,ice-beam,17,13.82
202,flying,ice-fang,4,3.25
203,flying,ice-punch,4,3.25
204,flying,ice-shard,2,1.63
205,flying,icy-wind,22,17.89
206,flying,imprison,4,3.25
207,flying,incinerate,24,19.51
208,flying,inferno,2,1.63
209,flying,infestation,11,8.94
210,flying,ingrain,1,0.81
211,flying,ion-deluge,1,0.81
212,flying,iron-defense,7,5.69
213,flying,iron-head,12,9.76
214,flying,iron-tail,24,19.51
215,flying,jump-kick,2,1.63
216,flying,karate-chop,1,0.81
217,flying,knock-off,27,21.95
218,flying,last-resort,6,4.88
219,flying,leaf-blade,4,3.25
220,flying,leaf-storm,2,1.63
221,flying,leaf-tornado,1,0.81
222,flying,leafage,2,1.63
223,flying,leech-life,6,4.88
224,flying,leech-seed,6,4.88
225,flying,leer,23,18.7
226,flying,light-screen,33,26.83
227,flying,low-kick,1,0.81
228,flying,low-sweep,1,0.81
229,flying,lucky-chant,4,3.25
230,flying,lunge,1,0.81
231,flying,mach-punch,2,1.63
232,flying,magic-coat,11,8.94
233,flying,magic-room,3,2.44
234,flying,magical-leaf,3,2.44
235,flying,magnetic-flux,1,0.81
236,flying,me-first,8,6.5
237,flying,mean-look,6,4.88
238,flying,mega-drain,8,6.5
239,flying,mega-kick,3,2.44
240,flying,mega-punch,5,4.07
241,flying,memento,4,3.25
242,flying,metal-claw,3,2.44
243,flying,metal-sound,2,1.63
244,flying,metronome,1,0.81
245,flying,mimic,51,41.46
246,flying,mind-reader,2,1.63
247,flying,minimize,2,1.63
248,flying,miracle-eye,3,2.44
249,flying,mirror-coat,2,1.63
250,flying,mirror-move,23,18.7
251,flying,mist,5,4.07
252,flying,moonblast,4,3.25
253,flying,morning-sun,2,1.63
254,flying,mud-shot,2,1.63
255,flying,mud-slap,49,39.84
256,flying,mud-sport,4,3.25
257,flying,nasty-plot,9,7.32
258,flying,natural-gift,68,55.28
259,flying,nature-power,4,3.25
260,flying,night-shade,5,4.07
261,flying,night-slash,8,6.5
262,flying,nightmare,9,7.32
263,flying,nuzzle,1,0.81
264,flying,oblivion-wing,1,0.81
265,flying,odor-sleuth,2,1.63
266,flying,ominous-wind,56,45.53
267,flying,outrage,14,11.38
268,flying,overheat,10,8.13
269,flying,pain-split,5,4.07
270,flying,pay-day,1,0.81
271,flying,payback,24,19.51
272,flying,peck,33,26.83
273,flying,perish-song,3,2.44
274,flying,phantom-force,2,1.63
275,flying,play-rough,1,0.81
276,flying,pluck,54,43.9
277,flying,poison-fang,3,2.44
278,flying,poison-jab,4,3.25
279,flying,poison-powder,6,4.88
280,flying,poison-sting,2,1.63
281,flying,poison-tail,1,0.81
282,flying,pound,4,3.25
283,flying,powder,1,0.81
284,flying,powder-snow,1,0.81
285,flying,power-gem,15,12.2
286,flying,power-swap,3,2.44
287,flying,power-trick,1,0.81
288,flying,power-up-punch,7,5.69
289,flying,present,1,0.81
290,flying,protect,122,99.19
291,flying,psybeam,6,4.88
292,flying,psych-up,47,38.21
293,flying,psychic,43,34.96
294,flying,psycho-shift,7,5.69
295,flying,psyshock,8,6.5
296,flying,psywave,2,1.63
297,flying,punishment,7,5.69
298,flying,pursuit,20,16.26
299,flying,quash,7,5.69
300,flying,quick-attack,35,28.46
301,flying,quick-guard,10,8.13
302,flying,quiver-dance,5,4.07
303,flying,rage,24,19.51
304,flying,rage-powder,4,3.25
305,flying,rain-dance,74,60.16
306,flying,rapid-spin,1,0.81
307,flying,razor-leaf,3,2.44
308,flying,razor-wind,24,19.51
309,flying,recover,2,1.63
310,flying,recycle,5,4.07
311,flying,reflect,45,36.59
312,flying,refresh,4,3.25
313,flying,rest,122,99.19
314,flying,retaliate,12,9.76
315,flying,return,122,99.19
316,flying,revelation-dance,4,3.25
317,flying,revenge,7,5.69
318,flying,reversal,4,3.25
319,flying,roar,20,16.26
320,flying,rock-blast,2,1.63
321,flying,rock-climb,1,0.81
322,flying,rock-polish,22,17.89
323,flying,rock-slide,38,30.89
324,flying,rock-smash,41,33.33
325,flying,rock-throw,4,3.25
326,flying,rock-tomb,37,30.08
327,flying,role-play,7,5.69
328,flying,rollout,22,17.89
329,flying,roost,88,71.54
330,flying,round,122,99.19
331,flying,sacred-fire,1,0.81
332,flying,safeguard,40,32.52
333,flying,sand-attack,10,8.13
334,flying,sand-tomb,1,0.81
335,flying,sandstorm,38,30.89
336,flying,scald,8,6.5
337,flying,scary-face,16,13.01
338,flying,scratch,3,2.44
339,flying,screech,12,9.76
340,flying,secret-power,98,79.67
341,flying,seed-bomb,9,7.32
342,flying,seed-flare,1,0.81
343,flying,seismic-toss,4,3.25
344,flying,self-destruct,14,11.38
345,flying,shadow-ball,29,23.58
346,flying,shadow-claw,13,10.57
347,flying,sheer-cold,1,0.81
348,flying,shell-smash,14,11.38
349,flying,shock-wave,19,15.45
350,flying,signal-beam,24,19.51
351,flying,silver-wind,23,18.7
352,flying,simple-beam,2,1.63
353,flying,sing,3,2.44
354,flying,skill-swap,10,8.13
355,flying,skull-bash,8,6.5
356,flying,sky-attack,47,38.21
357,flying,sky-drop,22,17.89
358,flying,sky-uppercut,2,1.63
359,flying,slam,4,3.25
360,flying,slash,11,8.94
361,flying,sleep-powder,5,4.07
362,flying,sleep-talk,122,99.19
363,flying,sludge-bomb,12,9.76
364,flying,sludge-wave,6,4.88
365,flying,smack-down,16,13.01
366,flying,smart-strike,3,2.44
367,flying,smokescreen,2,1.63
368,flying,snarl,5,4.07
369,flying,snatch,11,8.94
370,flying,snore,99,80.49
371,flying,soak,2,1.63
372,flying,soft-boiled,1,0.81
373,flying,solar-beam,46,37.4
374,flying,sonic-boom,2,1.63
375,flying,spark,1,0.81
376,flying,speed-swap,1,0.81
377,flying,spikes,2,1.63
378,flying,spit-up,3,2.44
379,flying,spite,7,5.69
380,flying,splash,6,4.88
381,flying,stealth-rock,24,19.51
382,flying,steel-wing,77,62.6
383,flying,stockpile,3,2.44
384,flying,stomp,1,0.81
385,flying,stone-edge,31,25.2
386,flying,stored-power,4,3.25
387,flying,storm-throw,1,0.81
388,flying,strength,26,21.14
389,flying,strength-sap,1,0.81
390,flying,string-shot,12,9.76
391,flying,struggle-bug,14,11.38
392,flying,stun-spore,7,5.69
393,flying,submission,2,1.63
394,flying,substitute,122,99.19
395,flying,sucker-punch,10,8.13
396,flying,sunny-day,83,67.48
397,flying,super-fang,5,4.07
398,flying,superpower,12,9.76
399,flying,supersonic,23,18.7
400,flying,surf,10,8.13
401,flying,swagger,122,99.19
402,flying,swallow,3,2.44
403,flying,sweet-kiss,2,1.63
404,flying,sweet-scent,11,8.94
405,flying,swift,75,60.98
406,flying,switcheroo,1,0.81
407,flying,swords-dance,35,28.46
408,flying,synchronoise,6,4.88
409,flying,synthesis,7,5.69
410,flying,tackle,41,33.33
411,flying,tail-whip,4,3.25
412,flying,tailwind,87,70.73
413,flying,take-down,43,34.96
414,flying,taunt,36,29.27
415,flying,teeter-dance,4,3.25
416,flying,telekinesis,11,8.94
417,flying,teleport,3,2.44
418,flying,thief,66,53.66
419,flying,thrash,12,9.76
420,flying,thunder,13,10.57
421,flying,thunder-fang,5,4.07
422,flying,thunder-punch,8,6.5
423,flying,thunder-shock,5,4.07
424,flying,thunder-wave,22,17.89
425,flying,thunderbolt,13,10.57
426,flying,tickle,1,0.81
427,flying,torment,25,20.33
428,flying,toxic,122,99.19
429,flying,tri-attack,3,2.44
430,flying,trick,11,8.94
431,flying,trick-room,5,4.07
432,flying,trump-card,1,0.81
433,flying,twister,48,39.02
434,flying,u-turn,84,68.29
435,flying,uproar,47,38.21
436,flying,vacuum-wave,1,0.81
437,flying,venom-drench,2,1.63
438,flying,venoshock,9,7.32
439,flying,vice-grip,1,0.81
440,flying,vital-throw,1,0.81
441,flying,volt-switch,5,4.07
442,flying,water-gun,7,5.69
443,flying,water-pulse,16,13.01
444,flying,water-sport,7,5.69
445,flying,waterfall,7,5.69
446,flying,weather-ball,3,2.44
447,flying,whirlpool,7,5.69
448,flying,whirlwind,35,28.46
449,flying,wide-guard,6,4.88
450,flying,wild-charge,4,3.25
451,flying,will-o-wisp,9,7.32
452,flying,wing-attack,35,28.46
453,flying,wish,4,3.25
454,flying,wonder-room,2,1.63
455,flying,work-up,39,31.71
456,flying,worry-seed,5,4.07
457,flying,wrap,1,0.81
458,flying,x-scissor,9,7.32
459,flying,yawn,1,0.81
460,flying,zap-cannon,6,4.88
461,flying,zen-headbutt,22,17.89
0,water,absorb,2,2.38
1,water,acid,1,1.19
2,water,acid-armor,5,5.95
3,water,acid-spray,1,1.19
4,water,acrobatics,6,7.14
5,water,aerial-ace,18,21.43
6,water,after-you,1,1.19
7,water,agility,15,17.86
8,water,air-cutter,2,2.38
9,water,air-slash,1,1.19
10,water,ally-switch,1,1.19
11,water,amnesia,12,14.29
12,water,ancient-power,18,21.43
13,water,aqua-jet,23,27.38
14,water,aqua-ring,26,30.95
15,water,aqua-tail,40,47.62
16,water,aromatic-mist,1,1.19
17,water,assurance,1,1.19
18,water,astonish,4,4.76
19,water,attract,76,90.48
20,water,aura-sphere,2,2.38
21,water,aurora-beam,14,16.67
22,water,avalanche,11,13.1
23,water,baby-doll-eyes,3,3.57
24,water,baneful-bunker,1,1.19
25,water,barrier,4,4.76
26,water,baton-pass,5,5.95
27,water,beat-up,2,2.38
28,water,belch,1,1.19
29,water,belly-drum,3,3.57
30,water,bestow,2,2.38
31,water,bide,25,29.76
32,water,bind,6,7.14
33,water,bite,18,21.43
34,water,blizzard,71,84.52
35,water,block,8,9.52
36,water,body-slam,37,44.05
37,water,bounce,26,30.95
38,water,brick-break,26,30.95
39,water,brine,47,55.95
40,water,brutal-swing,2,2.38
41,water,bubble,22,26.19
42,water,bubble-beam,38,45.24
43,water,bug-bite,2,2.38
44,water,bulk-up,4,4.76
45,water,bulldoze,20,23.81
46,water,bullet-seed,2,2.38
47,water,calm-mind,7,8.33
48,water,camouflage,3,3.57
49,water,captivate,51,60.71
50,water,charge,1,1.19
51,water,charge-beam,4,4.76
52,water,charm,5,5.95
53,water,chip-away,7,8.33
54,water,clamp,4,4.76
55,water,clear-smog,5,5.95
56,water,coil,3,3.57
57,water,confide,83,98.81
58,water,confuse-ray,7,8.33
59,water,confusion,4,4.76
60,water,constrict,3,3.57
61,water,copycat,1,1.19
62,water,cosmic-power,2,2.38
63,water,counter,14,16.67
64,water,covet,11,13.1
65,water,crabhammer,5,5.95
66,water,cross-chop,3,3.57
67,water,crunch,11,13.1
68,water,curse,34,40.48
69,water,cut,25,29.76
70,water,dark-pulse,6,7.14
71,water,dazzling-gleam,3,3.57
72,water,defense-curl,17,20.24
73,water,defog,4,4.76
74,water,detect,8,9.52
75,water,dig,34,40.48
76,water,disable,5,5.95
77,water,disarming-voice,4,4.76
78,water,discharge,1,1.19
79,water,dive,67,79.76
80,water,double-edge,49,58.33
81,water,double-hit,4,4.76
82,water,double-slap,7,8.33
83,water,double-team,83,98.81
84,water,dragon-breath,3,3.57
85,water,dragon-claw,4,4.76
86,water,dragon-dance,4,4.76
87,water,dragon-pulse,12,14.29
88,water,dragon-rage,1,1.19
89,water,dragon-tail,5,5.95
90,water,draining-kiss,2,2.38
91,water,dream-eater,1,1.19
92,water,drill-peck,2,2.38
93,water,drill-run,3,3.57
94,water,dual-chop,2,2.38
95,water,dynamic-punch,9,10.71
96,water,earth-power,9,10.71
97,water,earthquake,17,20.24
98,water,echoed-voice,19,22.62
99,water,electro-ball,1,1.19
100,water,electroweb,1,1.19
101,water,embargo,2,2.38
102,water,ember,1,1.19
103,water,encore,11,13.1
104,water,endeavor,14,16.67
105,water,endure,58,69.05
106,water,energy-ball,3,3.57
107,water,entrainment,4,4.76
108,water,explosion,2,2.38
109,water,extrasensory,1,1.19
110,water,facade,82,97.62
111,water,fake-out,2,2.38
112,water,fake-tears,1,1.19
113,water,false-swipe,9,10.71
114,water,feather-dance,1,1.19
115,water,feint,1,1.19
116,water,feint-attack,4,4.76
117,water,fell-stinger,1,1.19
118,water,final-gambit,2,2.38
119,water,fire-blast,4,4.76
120,water,first-impression,1,1.19
121,water,fissure,5,5.95
122,water,flail,21,25.0
123,water,flame-charge,1,1.19
124,water,flamethrower,4,4.76
125,water,flare-blitz,1,1.19
126,water,flash,9,10.71
127,water,flash-cannon,9,10.71
128,water,flatter,1,1.19
129,water,fling,31,36.9
130,water,focus-blast,11,13.1
131,water,focus-energy,7,8.33
132,water,focus-punch,16,19.05
133,water,foresight,5,5.95
134,water,foul-play,1,1.19
135,water,frost-breath,6,7.14
136,water,frustration,82,97.62
137,water,fury-attack,4,4.76
138,water,fury-cutter,18,21.43
139,water,fury-swipes,7,8.33
140,water,future-sight,2,2.38
141,water,gastro-acid,3,3.57
142,water,giga-drain,3,3.57
143,water,giga-impact,30,35.71
144,water,grass-knot,14,16.67
145,water,gravity,1,1.19
146,water,growl,19,22.62
147,water,guard-swap,1,1.19
148,water,guillotine,3,3.57
149,water,gunk-shot,6,7.14
150,water,gust,3,3.57
151,water,gyro-ball,8,9.52
152,water,hail,71,84.52
153,water,harden,9,10.71
154,water,haze,12,14.29
155,water,head-smash,2,2.38
156,water,headbutt,35,41.67
157,water,heal-bell,3,3.57
158,water,heal-pulse,3,3.57
159,water,healing-wish,1,1.19
160,water,heart-stamp,1,1.19
161,water,heart-swap,1,1.19
162,water,heat-wave,1,1.19
163,water,heavy-slam,2,2.38
164,water,helping-hand,20,23.81
165,water,hex,2,2.38
166,water,hidden-power,82,97.62
167,water,hone-claws,15,17.86
168,water,horn-attack,4,4.76
169,water,horn-drill,4,4.76
170,water,hurricane,1,1.19
171,water,hydro-cannon,4,4.76
172,water,hydro-pump,54,64.29
173,water,hyper-beam,30,35.71
174,water,hyper-fang,1,1.19
175,water,hyper-voice,7,8.33
176,water,hypnosis,5,5.95
177,water,ice-ball,5,5.95
178,water,ice-beam,77,91.67
179,water,ice-fang,7,8.33
180,water,ice-punch,16,19.05
181,water,ice-shard,2,2.38
182,water,icicle-spear,2,2.38
183,water,icy-wind,74,88.1
184,water,incinerate,4,4.76
185,water,infestation,9,10.71
186,water,iron-defense,16,19.05
187,water,iron-head,6,7.14
188,water,iron-tail,29,34.52
189,water,knock-off,15,17.86
190,water,last-resort,5,5.95
191,water,leech-life,2,2.38
192,water,leer,16,19.05
193,water,lick,5,5.95
194,water,light-screen,10,11.9
195,water,liquidation,3,3.57
196,water,lock-on,1,1.19
197,water,low-kick,11,13.1
198,water,low-sweep,3,3.57
199,water,lucky-chant,2,2.38
200,water,lunge,1,1.19
201,water,magic-coat,3,3.57
202,water,me-first,2,2.38
203,water,mega-drain,2,2.38
204,water,mega-kick,11,13.1
205,water,mega-punch,10,11.9
206,water,megahorn,3,3.57
207,water,memento,2,2.38
208,water,metal-claw,6,7.14
209,water,metal-sound,2,2.38
210,water,metronome,2,2.38
211,water,mimic,44,52.38
212,water,mind-reader,3,3.57
213,water,minimize,1,1.19
214,water,mirror-coat,6,7.14
215,water,mist,15,17.86
216,water,misty-terrain,2,2.38
217,water,moonblast,2,2.38
218,water,mud-bomb,6,7.14
219,water,mud-shot,15,17.86
220,water,mud-slap,41,48.81
221,water,mud-sport,16,19.05
222,water,muddy-water,14,16.67
223,water,nasty-plot,1,1.19
224,water,natural-gift,56,66.67
225,water,nature-power,4,4.76
226,water,night-slash,5,5.95
227,water,noble-roar,1,1.19
228,water,octazooka,3,3.57
229,water,odor-sleuth,1,1.19
230,water,ominous-wind,5,5.95
231,water,origin-pulse,2,2.38
232,water,outrage,6,7.14
233,water,overheat,1,1.19
234,water,pain-split,5,5.95
235,water,pay-day,3,3.57
236,water,payback,14,16.67
237,water,peck,7,8.33
238,water,perish-song,3,3.57
239,water,pin-missile,3,3.57
240,water,play-nice,2,2.38
241,water,play-rough,1,1.19
242,water,pluck,3,3.57
243,water,poison-jab,7,8.33
244,water,poison-sting,2,2.38
245,water,poison-tail,1,1.19
246,water,pound,8,9.52
247,water,powder-snow,4,4.76
248,water,power-gem,1,1.19
249,water,power-split,1,1.19
250,water,power-trip,1,1.19
251,water,power-up-punch,18,21.43
252,water,protect,83,98.81
253,water,psybeam,6,7.14
254,water,psych-up,19,22.62
255,water,psychic,11,13.1
256,water,psyshock,2,2.38
257,water,psywave,3,3.57
258,water,purify,1,1.19
259,water,pursuit,2,2.38
260,water,quash,5,5.95
261,water,quick-attack,6,7.14
262,water,rage,26,30.95
263,water,rain-dance,82,97.62
264,water,rapid-spin,7,8.33
265,water,razor-shell,8,9.52
266,water,razor-wind,5,5.95
267,water,recover,6,7.14
268,water,recycle,3,3.57
269,water,reflect,14,16.67
270,water,reflect-type,3,3.57
271,water,refresh,8,9.52
272,water,rest,83,98.81
273,water,retaliate,6,7.14
274,water,return,82,97.62
275,water,revenge,5,5.95
276,water,roar,14,16.67
277,water,rock-blast,5,5.95
278,water,rock-climb,7,8.33
279,water,rock-polish,6,7.14
280,water,rock-slide,27,32.14
281,water,rock-smash,42,50.0
282,water,rock-throw,1,1.19
283,water,rock-tomb,34,40.48
284,water,role-play,6,7.14
285,water,rollout,15,17.86
286,water,rototiller,1,1.19
287,water,round,82,97.62
288,water,sacred-sword,1,1.19
289,water,safeguard,16,19.05
290,water,sand-attack,7,8.33
291,water,sandstorm,9,10.71
292,water,scald,76,90.48
293,water,scary-face,8,9.52
294,water,scratch,10,11.9
295,water,screech,10,11.9
296,water,secret-power,74,88.1
297,water,seed-bomb,2,2.38
298,water,seismic-toss,13,15.48
299,water,self-destruct,3,3.57
300,water,shadow-ball,11,13.1
301,water,shadow-claw,11,13.1
302,water,sheer-cold,6,7.14
303,water,shell-smash,6,7.14
304,water,shock-wave,6,7.14
305,water,signal-beam,28,33.33
306,water,silver-wind,2,2.38
307,water,simple-beam,1,1.19
308,water,sing,2,2.38
309,water,skill-swap,1,1.19
310,water,skull-bash,18,21.43
311,water,slam,4,4.76
312,water,slash,10,11.9
313,water,sleep-talk,83,98.81
314,water,sludge,2,2.38
315,water,sludge-bomb,12,14.29
316,water,sludge-wave,12,14.29
317,water,smack-down,16,19.05
318,water,smart-strike,4,4.76
319,water,smokescreen,5,5.95
320,water,snarl,2,2.38
321,water,snatch,4,4.76
322,water,snore,74,88.1
323,water,soak,18,21.43
324,water,solar-beam,3,3.57
325,water,sonic-boom,2,2.38
326,water,spike-cannon,4,4.76
327,water,spikes,2,2.38
328,water,spit-up,4,4.76
329,water,spite,9,10.71
330,water,splash,10,11.9
331,water,stealth-rock,9,10.71
332,water,steam-eruption,1,1.19
333,water,sticky-web,1,1.19
334,water,stockpile,4,4.76
335,water,stomp,4,4.76
336,water,stone-edge,5,5.95
337,water,strength,33,39.29
338,water,string-shot,4,4.76
339,water,struggle-bug,3,3.57
340,water,submission,8,9.52
341,water,substitute,83,98.81
342,water,sucker-punch,3,3.57
343,water,sunny-day,9,10.71
344,water,super-fang,5,5.95
345,water,superpower,15,17.86
346,water,supersonic,12,14.29
347,water,surf,78,92.86
348,water,swagger,83,98.81
349,water,swallow,4,4.76
350,water,sweet-kiss,2,2.38
351,water,sweet-scent,1,1.19
352,water,swift,30,35.71
353,water,switcheroo,3,3.57
354,water,swords-dance,16,19.05
355,water,synchronoise,1,1.19
356,water,tackle,20,23.81
357,water,tail-glow,1,1.19
358,water,tail-slap,1,1.19
359,water,tail-whip,15,17.86
360,water,tailwind,4,4.76
361,water,take-down,29,34.52
362,water,taunt,17,20.24
363,water,tearful-look,2,2.38
364,water,telekinesis,3,3.57
365,water,teleport,2,2.38
366,water,thief,22,26.19
367,water,thrash,6,7.14
368,water,thunder,6,7.14
369,water,thunder-shock,1,1.19
370,water,thunder-wave,8,9.52
371,water,thunderbolt,7,8.33
372,water,tickle,10,11.9
373,water,torment,5,5.95
374,water,toxic,83,98.81
375,water,toxic-spikes,5,5.95
376,water,tri-attack,2,2.38
377,water,trick,1,1.19
378,water,trump-card,3,3.57
379,water,twineedle,1,1.19
380,water,twister,6,7.14
381,water,u-turn,10,11.9
382,water,uproar,14,16.67
383,water,venom-drench,5,5.95
384,water,venoshock,6,7.14
385,water,vice-grip,5,5.95
386,water,volt-switch,1,1.19
387,water,wake-up-slap,3,3.57
388,water,water-gun,59,70.24
389,water,water-pledge,19,22.62
390,water,water-pulse,72,85.71
391,water,water-sport,30,35.71
392,water,water-spout,6,7.14
393,water,waterfall,69,82.14
394,water,weather-ball,2,2.38
395,water,whirlpool,56,66.67
396,water,wide-guard,6,7.14
397,water,will-o-wisp,2,2.38
398,water,wish,1,1.19
399,water,withdraw,9,10.71
400,water,wonder-room,3,3.57
401,water,work-up,22,26.19
402,water,worry-seed,2,2.38
403,water,wrap,1,1.19
404,water,wring-out,4,4.76
405,water,x-scissor,10,11.9
406,water,yawn,7,8.33
407,water,zap-cannon,1,1.19
408,water,zen-headbutt,10,11.9
0,bug,absorb,3,12.5
1,bug,acid,1,4.17
2,bug,acid-armor,1,4.17
3,bug,acid-spray,1,4.17
4,bug,acrobatics,3,12.5
5,bug,acupressure,1,4.17
6,bug,aerial-ace,7,29.17
7,bug,agility,2,8.33
8,bug,air-cutter,2,8.33
9,bug,ancient-power,2,8.33
10,bug,aqua-jet,1,4.17
11,bug,aqua-ring,3,12.5
12,bug,aqua-tail,2,8.33
13,bug,aromatherapy,1,4.17
14,bug,attract,15,62.5
15,bug,aurora-beam,1,4.17
16,bug,baton-pass,3,12.5
17,bug,bide,5,20.83
18,bug,bind,1,4.17
19,bug,bite,5,20.83
20,bug,blizzard,3,12.5
21,bug,block,1,4.17
22,bug,body-slam,7,29.17
23,bug,brick-break,7,29.17
24,bug,brine,2,8.33
25,bug,brutal-swing,2,8.33
26,bug,bubble,3,12.5
27,bug,bubble-beam,3,12.5
28,bug,bug-bite,24,100.0
29,bug,bug-buzz,6,25.0
30,bug,bulk-up,1,4.17
31,bug,bulldoze,3,12.5
32,bug,captivate,8,33.33
33,bug,charge-beam,3,12.5
34,bug,charm,1,4.17
35,bug,close-combat,1,4.17
36,bug,confide,15,62.5
37,bug,confuse-ray,3,12.5
38,bug,counter,4,16.67
39,bug,covet,1,4.17
40,bug,cross-poison,2,8.33
41,bug,crunch,5,20.83
42,bug,crush-claw,2,8.33
43,bug,curse,4,16.67
44,bug,cut,6,25.0
45,bug,dark-pulse,1,4.17
46,bug,dazzling-gleam,2,8.33
47,bug,defense-curl,1,4.17
48,bug,dig,6,25.0
49,bug,dizzy-punch,1,4.17
50,bug,double-edge,8,33.33
51,bug,double-hit,1,4.17
52,bug,double-team,15,62.5
53,bug,drill-run,2,8.33
54,bug,dynamic-punch,2,8.33
55,bug,earth-power,2,8.33
56,bug,earthquake,3,12.5
57,bug,echoed-voice,1,4.17
58,bug,electroweb,8,33.33
59,bug,encore,3,12.5
60,bug,endeavor,2,8.33
61,bug,endure,11,45.83
62,bug,energy-ball,3,12.5
63,bug,entrainment,3,12.5
64,bug,explosion,1,4.17
65,bug,facade,15,62.5
66,bug,fake-tears,1,4.17
67,bug,false-swipe,6,25.0
68,bug,feint,2,8.33
69,bug,feint-attack,3,12.5
70,bug,fell-stinger,2,8.33
71,bug,final-gambit,2,8.33
72,bug,flail,3,12.5
73,bug,flash,4,16.67
74,bug,flash-cannon,1,4.17
75,bug,flatter,1,4.17
76,bug,fling,4,16.67
77,bug,focus-blast,2,8.33
78,bug,focus-energy,2,8.33
79,bug,focus-punch,3,12.5
80,bug,frost-breath,3,12.5
81,bug,frustration,15,62.5
82,bug,fury-attack,2,8.33
83,bug,fury-cutter,6,25.0
84,bug,gastro-acid,2,8.33
85,bug,giga-drain,6,25.0
86,bug,giga-impact,4,16.67
87,bug,gravity,1,4.17
88,bug,growl,2,8.33
89,bug,growth,1,4.17
90,bug,guard-split,1,4.17
91,bug,guard-swap,1,4.17
92,bug,guillotine,1,4.17
93,bug,gyro-ball,1,4.17
94,bug,harden,8,33.33
95,bug,headbutt,6,25.0
96,bug,heal-bell,1,4.17
97,bug,helping-hand,2,8.33
98,bug,hidden-power,16,66.67
99,bug,hone-claws,4,16.67
100,bug,horn-attack,1,4.17
101,bug,hyper-beam,4,16.67
102,bug,hyper-voice,1,4.17
103,bug,ice-beam,3,12.5
104,bug,ice-punch,2,8.33
105,bug,infestation,10,41.67
106,bug,iron-defense,9,37.5
107,bug,iron-tail,2,8.33
108,bug,knock-off,7,29.17
109,bug,leech-life,6,25.0
110,bug,leer,2,8.33
111,bug,light-screen,4,16.67
112,bug,liquidation,3,12.5
113,bug,low-kick,1,4.17
114,bug,lunge,4,16.67
115,bug,me-first,2,8.33
116,bug,mega-drain,2,8.33
117,bug,mega-kick,2,8.33
118,bug,mega-punch,2,8.33
119,bug,megahorn,1,4.17
120,bug,metal-claw,2,8.33
121,bug,metronome,2,8.33
122,bug,mimic,6,25.0
123,bug,mind-reader,1,4.17
124,bug,mirror-coat,3,12.5
125,bug,moonlight,2,8.33
126,bug,mud-shot,1,4.17
127,bug,mud-slap,9,37.5
128,bug,mud-sport,2,8.33
129,bug,natural-gift,8,33.33
130,bug,night-slash,2,8.33
131,bug,ominous-wind,2,8.33
132,bug,pain-split,1,4.17
133,bug,payback,2,8.33
134,bug,peck,1,4.17
135,bug,perish-song,1,4.17
136,bug,pin-missile,2,8.33
137,bug,play-nice,1,4.17
138,bug,play-rough,2,8.33
139,bug,poison-fang,1,4.17
140,bug,poison-jab,6,25.0
141,bug,poison-powder,1,4.17
142,bug,poison-sting,2,8.33
143,bug,poison-tail,1,4.17
144,bug,power-split,1,4.17
145,bug,power-swap,1,4.17
146,bug,power-trick,1,4.17
147,bug,power-up-punch,3,12.5
148,bug,protect,17,70.83
149,bug,psych-up,2,8.33
150,bug,pursuit,3,12.5
151,bug,quick-attack,4,16.67
152,bug,rage,1,4.17
153,bug,rage-powder,1,4.17
154,bug,rain-dance,12,50.0
155,bug,rapid-spin,2,8.33
156,bug,recover,2,8.33
157,bug,reflect,3,12.5
158,bug,rest,15,62.5
159,bug,return,15,62.5
160,bug,revenge,2,8.33
161,bug,rock-blast,2,8.33
162,bug,rock-climb,1,4.17
163,bug,rock-polish,2,8.33
164,bug,rock-slide,4,16.67
165,bug,rock-smash,6,25.0
166,bug,rock-tomb,5,20.83
